,p_1,p_2
30,"[424.673, 142.785, 423.416, 164.986, 401.142, 167.553, 393.337, 202.762, 402.557, 227.595, 450.76, 163.687, 456.035, 202.812, 456.01, 234.159, 410.276, 243.265, 412.883, 292.861, 419.482, 339.831, 440.314, 240.651, 452.07, 291.552, 458.616, 338.595, 422.024, 140.162, 424.69, 140.131, 432.472, 137.561, 432.501, 138.817]","[324.184, 271.983, 321.579, 269.385, 295.463, 281.098, 291.555, 330.692, 296.742, 378.983, 350.352, 262.822, 381.565, 303.301, 382.916, 348.965, 309.843, 298.056, 322.879, 334.641, 326.816, 377.674, 339.876, 287.684, 358.072, 316.36, 358.064, 318.99, 317.682, 266.819, 328.114, 265.502, 308.498, 265.437, 335.944, 258.921]"
31,"[423.366, 142.764, 423.41, 166.237, 401.147, 167.573, 395.959, 204.07, 409.044, 234.131, 449.485, 163.697, 456.044, 202.799, 456.036, 234.158, 410.297, 241.97, 412.874, 294.149, 419.469, 338.566, 440.327, 240.647, 452.086, 290.269, 458.596, 339.795, 420.718, 140.155, 424.707, 140.116, 414.261, 140.085, 433.784, 138.807]","[322.891, 295.449, 325.465, 288.972, 295.49, 303.302, 294.165, 350.327, 296.748, 402.463, 355.483, 285.015, 378.983, 332.002, 382.919, 379.013, 317.648, 316.357, 324.198, 342.461, 326.761, 372.51, 343.753, 309.826, 355.535, 318.97, 0, 0, 317.687, 288.986, 328.115, 287.682, 307.246, 286.358, 335.943, 283.722]"
32,"[423.367, 142.78, 423.396, 166.237, 401.143, 167.585, 395.974, 204.12, 411.588, 235.422, 449.46, 163.681, 456.041, 202.79, 456.049, 234.141, 410.306, 241.965, 412.886, 294.144, 419.446, 339.791, 441.601, 239.37, 452.085, 290.237, 458.599, 338.591, 419.477, 140.169, 424.702, 140.124, 414.262, 140.109, 432.572, 138.811]","[328.116, 308.565, 325.495, 299.426, 296.722, 311.12, 295.477, 365.93, 296.828, 415.548, 358.116, 296.778, 378.947, 348.991, 381.677, 393.403, 299.409, 320.279, 298.086, 360.747, 298.089, 406.464, 330.722, 325.464, 328.042, 347.696, 326.809, 373.784, 321.601, 307.18, 330.701, 304.623, 308.519, 299.435, 338.555, 298.049]"
33,"[423.411, 142.758, 423.39, 166.256, 401.128, 168.861, 397.261, 205.43, 411.658, 235.449, 448.201, 163.695, 456.055, 202.798, 457.324, 234.13, 410.31, 241.953, 412.892, 292.873, 419.453, 339.809, 441.621, 239.348, 452.08, 288.987, 458.594, 338.581, 420.76, 140.144, 424.714, 140.097, 416.878, 140.089, 432.544, 137.55]","[329.416, 325.474, 326.763, 313.719, 296.73, 321.588, 296.705, 372.511, 296.825, 428.587, 358.134, 307.262, 373.789, 360.702, 381.667, 411.588, 317.684, 333.309, 321.57, 355.526, 328.026, 373.777, 343.769, 329.41, 360.861, 367.239, 0, 0, 326.765, 319.024, 335.929, 317.655, 309.836, 315.041, 339.843, 311.125]"
34,"[422.092, 142.821, 423.369, 166.273, 401.115, 168.886, 398.555, 208.044, 412.967, 236.754, 448.172, 164.933, 456.045, 202.793, 458.615, 234.125, 410.292, 241.964, 412.901, 294.142, 419.46, 339.818, 441.633, 239.354, 452.076, 288.987, 458.594, 338.597, 416.864, 140.206, 424.658, 140.156, 411.676, 140.093, 432.57, 138.814]","[330.735, 355.502, 328.121, 328.106, 296.818, 332.008, 295.434, 390.759, 295.418, 452.039, 360.773, 328.123, 372.463, 381.593, 381.594, 433.852, 300.701, 304.608, 299.376, 382.907, 0, 0, 333.346, 305.89, 0, 0, 0, 0, 328.128, 348.971, 335.943, 343.778, 317.631, 337.218, 345.067, 333.342]"
35,"[422.092, 142.782, 423.359, 166.277, 399.893, 170.126, 398.572, 210.648, 412.962, 236.78, 448.161, 163.697, 456.035, 202.843, 458.608, 234.171, 410.293, 243.217, 412.897, 294.182, 419.458, 339.815, 441.64, 239.37, 452.08, 290.248, 457.344, 338.59, 418.138, 140.174, 423.413, 140.12, 412.972, 138.869, 432.526, 137.513]","[329.454, 369.902, 329.374, 339.867, 296.815, 347.683, 290.276, 401.132, 294.13, 453.362, 362.042, 338.589, 376.38, 392.067, 380.349, 442.937, 300.709, 313.751, 301.977, 388.124, 0, 0, 337.235, 316.348, 360.754, 382.948, 0, 0, 328.117, 362.059, 0, 0, 317.68, 348.955, 342.464, 348.915]"
36,"[422.075, 144.055, 423.342, 166.281, 399.885, 170.141, 397.257, 211.887, 412.907, 236.781, 446.889, 163.683, 456.016, 202.847, 457.334, 234.179, 410.289, 241.973, 412.9, 294.149, 419.454, 339.799, 441.644, 239.372, 452.062, 290.277, 457.326, 338.584, 415.58, 140.206, 423.424, 140.146, 411.628, 138.862, 432.556, 136.261]","[326.8, 382.91, 329.45, 350.31, 296.773, 354.216, 287.612, 402.46, 292.839, 453.433, 368.544, 350.329, 380.29, 397.278, 381.576, 442.958, 302.017, 335.925, 298.059, 385.528, 0, 0, 0, 0, 0, 0, 0, 0, 326.773, 377.683, 337.221, 378.969, 317.641, 359.426, 347.661, 362.035]"
37,"[325.502, 401.186, 329.407, 363.341, 294.181, 369.897, 285.009, 411.566, 292.837, 453.441, 369.874, 360.684, 381.647, 399.877, 381.592, 442.967, 309.82, 322.886, 0, 0, 0, 0, 348.978, 351.62, 0, 0, 0, 0, 324.184, 392.061, 329.427, 393.37, 317.659, 376.386, 346.357, 375.069]","[422.057, 142.809, 422.124, 167.572, 398.574, 170.199, 393.392, 211.962, 410.344, 239.34, 446.854, 163.686, 456.023, 204.059, 457.294, 235.378, 410.347, 243.285, 412.906, 294.171, 419.457, 339.826, 441.657, 241.953, 450.803, 290.267, 456.063, 339.792, 416.835, 140.192, 423.347, 140.135, 414.265, 138.869, 432.452, 137.533]"
38,"[320.318, 402.53, 330.696, 365.96, 295.459, 371.171, 282.435, 410.332, 292.854, 453.423, 369.901, 360.752, 382.901, 401.145, 381.608, 442.956, 309.818, 324.177, 296.728, 402.437, 0, 0, 348.919, 348.966, 0, 0, 0, 0, 321.555, 394.675, 328.125, 399.852, 315.038, 373.803, 341.195, 372.472]","[420.732, 144.093, 422.127, 167.577, 398.575, 170.182, 393.335, 211.893, 406.419, 238.076, 446.872, 163.694, 456.043, 204.063, 456.062, 234.18, 410.348, 244.528, 412.906, 294.163, 419.465, 339.827, 441.652, 241.975, 450.805, 292.84, 456.037, 339.821, 414.234, 141.425, 422.083, 140.175, 411.643, 138.836, 432.458, 137.509]"
39,"[0, 0, 330.721, 369.899, 295.474, 372.512, 282.424, 411.565, 292.862, 453.39, 371.194, 364.644, 381.686, 401.222, 381.584, 442.977, 309.821, 329.399, 295.462, 403.823, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 317.637, 380.277, 346.375, 378.983]","[416.854, 145.382, 422.097, 167.562, 397.289, 171.414, 390.775, 213.175, 401.22, 243.253, 445.607, 163.656, 456.041, 202.857, 456.038, 235.372, 411.555, 244.562, 412.909, 294.159, 419.459, 339.821, 441.626, 241.965, 450.806, 292.866, 456.049, 339.82, 412.91, 141.451, 420.784, 140.191, 409.038, 140.109, 431.189, 137.528]"
40,"[329.367, 392.03, 335.909, 369.866, 298.108, 371.199, 285.014, 410.289, 291.57, 453.406, 372.471, 365.954, 381.659, 402.473, 381.595, 442.997, 307.192, 332.023, 296.768, 402.484, 0, 0, 338.581, 328.113, 0, 0, 0, 0, 329.399, 390.78, 0, 0, 318.98, 377.694, 343.754, 380.271]","[416.84, 146.693, 422.079, 166.282, 397.262, 171.404, 390.694, 208.031, 393.397, 241.952, 445.582, 163.622, 456.042, 202.813, 456.051, 234.171, 410.282, 244.509, 412.917, 292.855, 419.461, 339.83, 440.362, 240.638, 450.794, 290.265, 457.29, 339.819, 412.919, 141.502, 420.725, 141.445, 412.951, 140.141, 429.87, 138.816]"
41,"[0, 0, 334.646, 369.883, 298.078, 372.488, 285.042, 410.336, 292.843, 453.405, 372.459, 364.651, 381.677, 401.214, 381.607, 442.975, 308.503, 332.003, 298.087, 405.164, 0, 0, 338.548, 329.381, 0, 0, 0, 0, 0, 0, 0, 0, 317.646, 379.002, 346.361, 380.353]","[415.57, 149.258, 422.065, 166.266, 395.979, 170.16, 386.842, 204.17, 390.709, 236.74, 445.583, 163.633, 456.049, 202.795, 456.051, 234.16, 409.032, 244.501, 412.891, 292.868, 419.461, 339.835, 440.363, 240.644, 452.05, 291.531, 457.302, 339.821, 411.684, 142.759, 420.748, 141.48, 406.43, 140.165, 429.895, 138.818]"
42,"[0, 0, 335.916, 371.214, 298.139, 376.388, 286.263, 410.349, 292.867, 453.403, 373.769, 369.857, 382.926, 402.486, 381.628, 442.964, 307.231, 334.644, 301.98, 414.235, 0, 0, 339.861, 332.025, 0, 0, 0, 0, 0, 0, 0, 0, 321.575, 382.933, 348.915, 381.608]","[415.554, 147.983, 422.026, 166.267, 394.682, 170.153, 381.651, 204.059, 379.009, 236.741, 444.335, 163.637, 456.037, 202.769, 457.318, 234.141, 407.706, 243.256, 412.896, 291.577, 419.471, 339.828, 440.335, 239.348, 452.073, 291.545, 457.321, 339.801, 412.88, 141.518, 419.429, 141.459, 418.18, 138.865, 424.688, 138.826]"
43,"[345.027, 414.227, 337.218, 372.468, 299.379, 375.076, 286.318, 410.328, 292.834, 453.353, 373.806, 369.905, 382.938, 402.488, 381.631, 442.948, 307.217, 337.232, 296.7, 401.18, 0, 0, 339.874, 335.92, 0, 0, 0, 0, 0, 0, 0, 0, 325.476, 384.243, 347.693, 381.688]","[415.533, 147.984, 422.007, 166.264, 394.657, 170.172, 381.553, 204.069, 372.497, 235.408, 444.317, 162.415, 456.037, 202.769, 457.321, 234.146, 407.708, 243.256, 412.891, 291.574, 419.467, 339.825, 440.333, 239.351, 452.069, 291.544, 457.323, 339.803, 412.877, 141.518, 418.137, 141.463, 423.395, 137.525, 423.399, 138.816]"
44,"[412.947, 147.966, 420.738, 166.261, 393.337, 170.168, 378.986, 204.104, 368.539, 234.144, 444.269, 163.625, 456.017, 202.778, 457.333, 234.153, 407.694, 243.246, 412.884, 292.837, 419.465, 339.819, 439.04, 238.061, 452.04, 291.538, 457.319, 339.803, 410.312, 141.516, 414.28, 141.465, 403.865, 140.183, 424.693, 138.801]","[347.663, 406.429, 335.911, 375.073, 298.083, 380.272, 286.333, 411.668, 292.858, 453.352, 375.066, 371.158, 384.209, 402.533, 381.64, 442.968, 307.221, 338.525, 294.176, 403.788, 0, 0, 342.46, 337.216, 0, 0, 0, 0, 0, 0, 0, 0, 308.543, 377.712, 348.934, 386.849]"
45,"[412.904, 146.698, 419.464, 166.267, 392.099, 170.18, 377.686, 202.86, 363.327, 234.1, 444.234, 163.631, 456.011, 202.753, 457.334, 234.153, 406.415, 243.24, 412.876, 292.878, 419.467, 339.812, 437.751, 238.037, 450.799, 291.533, 457.325, 339.798, 409.013, 141.483, 414.281, 141.424, 401.238, 140.177, 424.69, 138.817]","[0, 0, 334.637, 372.49, 298.094, 378.999, 286.348, 412.89, 292.862, 453.413, 373.781, 369.864, 382.944, 401.219, 381.628, 442.924, 304.613, 338.545, 294.125, 402.51, 0, 0, 339.886, 337.221, 0, 0, 0, 0, 0, 0, 0, 0, 328.082, 389.436, 347.675, 382.956]"
46,"[0, 0, 337.215, 372.508, 299.417, 378.979, 286.36, 411.658, 292.876, 453.376, 376.372, 369.896, 382.913, 401.233, 381.626, 442.944, 301.993, 339.848, 294.138, 402.527, 0, 0, 341.164, 338.516, 0, 0, 0, 0, 0, 0, 0, 0, 329.39, 386.849, 348.982, 384.25]","[412.925, 145.382, 419.426, 166.256, 392.079, 170.172, 376.372, 202.801, 360.774, 234.06, 444.218, 163.621, 455.996, 201.498, 458.616, 234.133, 405.124, 241.978, 411.685, 292.878, 419.465, 339.811, 436.46, 236.77, 450.761, 290.254, 457.332, 339.791, 409.035, 141.474, 414.266, 141.414, 402.557, 140.154, 423.397, 137.547]"
47,"[0, 0, 337.214, 373.794, 303.298, 377.712, 286.357, 411.636, 292.852, 453.34, 376.401, 369.885, 381.68, 401.186, 381.614, 442.955, 299.392, 341.173, 295.423, 403.802, 0, 0, 341.179, 338.548, 0, 0, 0, 0, 0, 0, 0, 0, 326.804, 382.903, 349.012, 384.249]","[415.566, 145.357, 418.135, 166.265, 392.078, 170.154, 373.775, 202.83, 360.679, 234.101, 442.975, 163.642, 454.754, 202.739, 457.334, 234.122, 405.087, 241.972, 411.68, 292.88, 419.451, 339.802, 436.41, 236.78, 448.16, 291.531, 456.066, 339.804, 412.91, 141.455, 412.971, 141.445, 422.1, 134.966, 420.745, 137.539]"
48,"[0, 0, 334.627, 372.493, 300.673, 378.991, 287.643, 411.637, 294.129, 453.333, 376.37, 369.841, 381.652, 401.185, 381.591, 442.958, 298.107, 341.183, 295.439, 406.423, 0, 0, 299.419, 337.213, 0, 0, 0, 0, 0, 0, 0, 0, 326.766, 382.93, 0, 0]","[411.624, 145.377, 416.844, 166.272, 392.045, 170.183, 373.8, 202.806, 360.734, 234.121, 442.956, 163.642, 454.76, 202.746, 457.291, 234.137, 405.084, 241.977, 411.675, 294.151, 419.463, 339.812, 436.417, 236.758, 446.861, 290.238, 456.047, 339.794, 405.14, 141.47, 412.958, 140.199, 402.477, 140.178, 423.337, 137.534]"
49,"[373.787, 137.565, 350.247, 163.68, 345.083, 166.25, 349.029, 210.609, 362.037, 245.877, 355.494, 163.631, 360.674, 211.904, 371.182, 236.734, 349.034, 245.857, 348.979, 296.778, 338.582, 352.894, 358.125, 244.524, 352.878, 296.731, 350.351, 339.816, 371.131, 131.062, 0, 0, 358.099, 136.232, 0, 0]","[486.002, 137.547, 506.89, 163.631, 504.302, 162.378, 495.119, 204.13, 472.956, 219.759, 508.228, 166.238, 501.693, 211.926, 483.381, 244.622, 496.448, 240.639, 480.805, 290.258, 516.038, 328.127, 504.254, 241.97, 495.207, 296.732, 495.132, 350.318, 0, 0, 488.662, 131.032, 0, 0, 504.26, 132.353]"
50,"[373.785, 137.549, 350.252, 163.671, 345.065, 164.984, 349.014, 210.616, 360.764, 245.909, 355.519, 163.624, 360.688, 210.628, 371.195, 235.476, 350.235, 245.847, 348.972, 296.754, 338.587, 351.626, 359.376, 244.515, 352.89, 296.711, 350.351, 339.806, 371.13, 131.054, 0, 0, 358.103, 136.239, 0, 0]","[483.428, 136.261, 504.299, 163.643, 497.803, 162.401, 487.365, 205.407, 465.184, 217.141, 506.863, 166.242, 496.483, 210.643, 476.873, 244.558, 489.94, 244.513, 474.277, 290.228, 506.899, 328.053, 499.069, 244.587, 495.115, 296.753, 495.092, 350.28, 0, 0, 486.021, 130.988, 0, 0, 499.071, 132.318]"
51,"[373.806, 138.818, 350.256, 163.68, 345.041, 166.245, 348.963, 209.321, 360.724, 245.911, 356.793, 163.633, 360.723, 209.343, 372.464, 235.397, 350.26, 245.852, 348.999, 296.742, 338.584, 352.883, 359.418, 244.52, 354.194, 295.472, 351.566, 338.574, 371.148, 131.086, 0, 0, 358.096, 136.256, 0, 0]","[475.531, 136.219, 496.486, 162.398, 492.574, 162.35, 479.477, 202.735, 453.395, 210.622, 503.007, 164.955, 491.233, 209.334, 466.496, 241.953, 483.372, 243.274, 462.545, 287.636, 482.105, 337.218, 495.145, 244.606, 491.267, 298.144, 495.088, 350.295, 0, 0, 476.916, 130.972, 0, 0, 492.541, 131.082]"
52,"[373.797, 138.818, 350.267, 163.684, 343.779, 166.236, 348.954, 209.312, 360.681, 245.87, 356.82, 163.641, 360.741, 206.729, 372.485, 234.102, 350.252, 245.866, 349.008, 296.734, 338.577, 352.878, 359.426, 244.529, 354.224, 295.469, 350.35, 338.584, 371.142, 131.09, 0, 0, 358.084, 136.252, 0, 0]","[472.987, 133.614, 495.117, 162.384, 488.626, 162.302, 475.577, 197.592, 446.885, 204.161, 497.784, 164.969, 486.021, 211.932, 465.092, 241.931, 476.89, 243.243, 456.018, 287.633, 474.325, 337.193, 492.554, 244.605, 488.655, 298.146, 493.861, 350.286, 0, 0, 475.558, 129.715, 0, 0, 487.371, 131.068]"
53,"[373.772, 138.834, 350.268, 163.694, 342.49, 166.249, 348.918, 209.342, 359.445, 244.615, 358.08, 163.646, 360.78, 206.704, 373.798, 234.067, 350.263, 245.885, 349.031, 296.755, 338.592, 351.626, 359.468, 244.541, 354.224, 295.482, 350.339, 339.802, 371.123, 132.313, 0, 0, 356.824, 136.26, 0, 0]","[467.766, 134.953, 489.929, 162.404, 483.426, 162.34, 472.934, 197.562, 442.985, 202.744, 496.497, 164.961, 485.981, 208.038, 463.82, 236.766, 472.99, 243.266, 453.388, 288.946, 461.243, 338.512, 487.379, 245.847, 486.1, 298.15, 493.865, 349.028, 0, 0, 472.957, 129.766, 0, 0, 484.764, 131.052]"
54,"[373.795, 138.864, 350.257, 164.956, 342.466, 167.573, 347.64, 210.609, 359.358, 245.882, 358.082, 163.666, 360.706, 206.702, 377.684, 231.486, 350.271, 245.891, 350.243, 295.494, 338.588, 351.62, 360.687, 243.271, 356.803, 295.452, 350.353, 338.588, 371.132, 132.337, 0, 0, 356.789, 137.536, 0, 0]","[463.776, 137.521, 483.438, 163.68, 474.267, 162.34, 456.042, 192.382, 426.001, 193.671, 493.849, 168.844, 478.228, 213.255, 457.315, 236.789, 465.118, 244.511, 446.852, 291.563, 437.736, 339.854, 484.737, 245.929, 485.992, 299.422, 492.538, 349.021, 0, 0, 465.128, 131.003, 0, 0, 476.92, 132.325]"
55,"[372.476, 140.129, 350.267, 164.956, 342.441, 167.55, 346.365, 209.337, 358.119, 245.903, 358.11, 163.66, 360.783, 205.394, 380.259, 232.774, 350.271, 247.172, 349.027, 296.809, 338.582, 351.624, 360.718, 244.565, 356.783, 296.755, 350.347, 339.802, 369.868, 133.646, 0, 0, 354.182, 137.558, 0, 0]","[456.034, 138.835, 478.207, 164.928, 466.465, 163.625, 449.498, 192.371, 420.778, 192.314, 491.256, 167.541, 479.529, 211.909, 455.998, 238.056, 462.547, 244.536, 443.002, 294.173, 431.199, 339.845, 484.654, 247.17, 485.984, 301.984, 491.26, 350.247, 0, 0, 461.218, 131.057, 0, 0, 474.324, 132.314]"
56,"[372.474, 140.157, 350.275, 164.965, 341.184, 167.57, 343.789, 210.615, 358.132, 245.92, 358.136, 163.652, 363.346, 204.064, 380.254, 226.323, 350.249, 245.846, 350.249, 295.483, 338.593, 351.595, 360.712, 243.236, 356.818, 295.455, 350.342, 339.802, 369.876, 134.928, 0, 0, 354.191, 138.804, 0, 0]","[454.678, 140.094, 474.311, 163.695, 462.509, 163.648, 444.289, 192.332, 418.152, 189.715, 486.091, 164.966, 478.193, 208.037, 455.99, 238.078, 456.011, 241.953, 440.36, 295.488, 423.416, 339.829, 479.487, 245.84, 484.699, 300.669, 491.229, 349.035, 0, 0, 456.033, 132.316, 0, 0, 471.67, 132.362]"
57,"[445.565, 140.139, 465.13, 167.535, 452.084, 164.969, 433.821, 191.076, 406.43, 183.257, 480.8, 170.128, 475.601, 210.603, 456.042, 243.215, 449.467, 241.975, 433.806, 296.777, 422.124, 342.436, 474.333, 245.846, 479.503, 299.365, 489.923, 350.256, 0, 0, 449.465, 133.608, 0, 0, 463.805, 133.659]","[371.243, 141.45, 350.27, 166.265, 339.913, 167.584, 341.175, 209.32, 356.818, 247.164, 359.4, 164.943, 363.344, 201.506, 381.588, 222.327, 349.034, 244.596, 351.601, 296.79, 339.798, 351.578, 360.738, 241.979, 358.136, 296.743, 351.621, 339.84, 369.842, 137.56, 371.205, 136.235, 351.629, 138.814, 0, 0]"
58,"[443.007, 140.152, 461.248, 168.837, 444.311, 167.55, 420.764, 187.164, 393.354, 180.615, 475.611, 170.171, 475.537, 213.252, 457.349, 244.552, 444.291, 244.54, 431.214, 298.035, 422.09, 342.441, 472.995, 245.865, 476.875, 300.674, 488.672, 350.248, 444.229, 133.659, 445.563, 133.628, 0, 0, 461.215, 134.929]","[372.505, 141.487, 349.032, 166.237, 339.876, 167.562, 339.861, 209.333, 356.784, 247.156, 359.383, 164.938, 362.061, 198.905, 381.61, 217.151, 348.948, 244.534, 355.487, 296.734, 339.81, 351.591, 359.476, 239.364, 359.364, 295.474, 351.579, 339.871, 371.124, 138.839, 373.767, 136.263, 354.217, 138.839, 0, 0]"
59,"[433.796, 141.475, 452.099, 168.888, 432.568, 170.186, 405.115, 185.859, 379.007, 172.832, 470.353, 168.853, 474.285, 211.904, 463.796, 244.507, 437.73, 244.599, 423.429, 296.8, 420.786, 342.461, 465.156, 244.583, 472.969, 298.124, 487.309, 348.947, 433.758, 140.131, 435.173, 137.539, 0, 0, 453.346, 136.216]","[372.456, 142.738, 350.278, 167.579, 338.528, 170.138, 338.532, 210.608, 351.578, 247.177, 363.35, 166.24, 364.659, 201.497, 384.221, 214.54, 347.649, 243.223, 359.406, 292.842, 341.129, 350.288, 360.689, 236.779, 360.694, 291.565, 350.332, 339.872, 369.855, 140.085, 373.804, 138.808, 352.902, 140.08, 0, 0]"
60,"[372.489, 142.81, 350.28, 168.857, 338.479, 170.173, 335.911, 209.323, 348.993, 247.204, 364.646, 166.253, 367.224, 201.466, 386.819, 213.299, 348.931, 241.975, 360.683, 294.165, 342.461, 350.302, 360.752, 238.053, 358.114, 294.146, 350.285, 343.743, 369.869, 140.159, 373.781, 140.061, 352.906, 140.127, 0, 0]","[431.209, 141.414, 446.849, 168.856, 428.588, 170.142, 402.449, 185.84, 380.267, 174.074, 466.449, 167.564, 474.255, 211.921, 466.441, 243.264, 432.555, 245.826, 422.112, 298.053, 421.999, 342.48, 459.898, 245.854, 469.046, 298.096, 485.967, 347.69, 429.871, 138.868, 433.784, 136.228, 0, 0, 449.485, 133.64]"
61,"[371.19, 147.989, 350.288, 170.118, 338.48, 170.13, 330.733, 210.609, 346.39, 245.909, 364.661, 168.849, 368.508, 202.785, 389.398, 213.219, 348.934, 243.262, 360.759, 295.446, 345.063, 350.297, 360.729, 241.928, 359.438, 294.166, 350.305, 345.043, 369.788, 141.482, 372.455, 141.393, 350.323, 140.191, 0, 0]","[423.44, 140.142, 444.22, 167.579, 423.369, 168.885, 401.192, 184.57, 381.578, 175.394, 465.102, 167.559, 474.278, 211.907, 469.083, 244.494, 431.194, 245.913, 422.046, 298.031, 420.778, 342.467, 456.006, 247.164, 466.492, 299.378, 483.418, 346.381, 423.37, 136.255, 429.908, 132.367, 0, 0, 444.304, 132.344]"
62,"[369.917, 150.523, 350.297, 170.16, 337.187, 170.188, 329.395, 211.896, 339.841, 248.51, 367.267, 170.141, 368.549, 204.07, 389.447, 213.192, 348.995, 244.608, 362.051, 296.737, 347.674, 350.297, 362.021, 244.545, 359.364, 295.485, 350.266, 346.351, 368.516, 142.767, 371.167, 141.511, 350.296, 141.427, 0, 0]","[421.997, 141.402, 440.335, 166.251, 419.451, 168.85, 402.476, 187.156, 389.443, 183.184, 461.207, 163.686, 474.216, 206.72, 474.264, 243.209, 423.419, 245.835, 420.722, 298.024, 420.791, 342.486, 453.45, 245.849, 463.811, 298.065, 474.327, 345.046, 420.731, 138.805, 423.38, 136.242, 0, 0, 441.627, 133.657]"
63,"[369.891, 150.61, 350.314, 171.404, 335.947, 171.402, 328.14, 210.643, 337.198, 248.493, 368.538, 171.442, 368.566, 204.126, 389.438, 213.194, 348.985, 245.898, 362.019, 296.799, 347.651, 350.302, 362.041, 245.871, 359.401, 296.775, 350.269, 345.083, 367.267, 145.368, 371.153, 144.064, 350.291, 141.474, 0, 0]","[418.157, 140.215, 435.158, 166.264, 414.253, 167.57, 401.241, 191.045, 389.46, 183.258, 457.313, 164.946, 474.204, 204.165, 475.542, 241.963, 422.066, 244.595, 419.463, 296.783, 420.781, 342.45, 453.329, 244.603, 461.22, 296.79, 474.214, 345.043, 415.533, 137.532, 422.101, 134.956, 0, 0, 437.747, 132.36]"
64,"[412.968, 141.447, 433.771, 166.267, 411.661, 167.577, 401.138, 193.676, 386.832, 184.582, 454.724, 164.93, 472.988, 204.131, 475.635, 241.95, 418.158, 244.607, 416.85, 296.826, 420.77, 343.762, 449.461, 244.558, 456.012, 296.72, 469.038, 343.752, 412.881, 137.538, 420.737, 137.562, 0, 0, 433.884, 134.947]","[369.923, 150.571, 350.321, 171.508, 333.342, 171.482, 326.759, 213.252, 332.006, 254.985, 369.863, 172.731, 369.862, 206.697, 390.689, 213.179, 346.36, 249.8, 360.747, 298.034, 343.783, 350.246, 360.785, 248.464, 359.426, 298.05, 350.299, 343.755, 367.235, 144.05, 371.206, 142.812, 350.244, 141.482, 0, 0]"
65,"[412.996, 141.538, 432.538, 166.242, 411.616, 167.558, 399.839, 193.713, 390.707, 193.646, 454.674, 163.682, 471.651, 204.086, 475.594, 239.336, 415.546, 244.563, 415.562, 296.782, 420.778, 343.751, 446.85, 244.523, 454.734, 296.727, 466.458, 343.744, 411.69, 138.872, 420.732, 140.081, 0, 0, 433.829, 136.246]","[371.112, 150.546, 350.307, 172.725, 333.296, 172.739, 325.467, 214.5, 328.154, 255.018, 369.86, 171.52, 371.15, 206.725, 390.703, 213.215, 339.912, 249.785, 360.681, 296.81, 341.189, 349.02, 360.715, 247.2, 359.395, 296.819, 350.324, 341.165, 365.934, 142.795, 371.236, 142.775, 349.026, 142.742, 0, 0]"
66,"[413.006, 142.783, 432.504, 167.543, 411.554, 168.841, 397.257, 193.725, 388.145, 193.634, 454.659, 164.965, 469.084, 204.087, 475.554, 238.069, 414.261, 244.556, 414.276, 296.787, 420.756, 342.483, 445.565, 244.527, 454.687, 296.745, 466.423, 342.487, 411.664, 140.123, 420.722, 140.111, 0, 0, 433.786, 137.513]","[369.887, 150.617, 350.295, 172.839, 331.991, 174.093, 321.597, 215.873, 328.115, 256.355, 369.887, 172.788, 372.5, 208.015, 390.758, 213.247, 341.142, 251.088, 358.101, 298.052, 339.861, 351.588, 360.716, 248.487, 359.381, 298.057, 350.274, 343.765, 364.628, 145.389, 371.209, 144.09, 349.003, 144.063, 0, 0]"
67,"[413.008, 142.801, 432.448, 167.557, 409.021, 168.844, 392.08, 193.613, 382.895, 188.452, 453.438, 166.235, 466.479, 204.107, 474.274, 238.045, 412.994, 244.584, 414.238, 298.024, 420.726, 343.741, 444.287, 244.514, 453.445, 296.754, 465.119, 342.452, 411.653, 140.139, 420.724, 140.112, 0, 0, 433.789, 137.532]","[369.801, 151.9, 350.257, 180.562, 329.423, 181.89, 318.944, 223.702, 325.501, 265.381, 369.913, 176.696, 371.161, 209.331, 384.253, 219.759, 338.552, 255.012, 350.247, 305.866, 338.52, 360.779, 359.359, 254.953, 352.929, 304.606, 348.947, 347.682, 360.789, 149.245, 369.906, 149.244, 348.908, 149.258, 368.558, 142.851]"
68,"[368.559, 154.541, 350.238, 181.877, 329.394, 183.225, 317.657, 227.587, 324.16, 268.059, 369.913, 179.282, 371.193, 209.297, 386.823, 223.643, 338.525, 257.613, 347.636, 308.576, 337.194, 369.829, 358.103, 256.283, 350.27, 308.527, 350.249, 339.834, 360.74, 150.642, 369.858, 150.636, 347.625, 151.85, 0, 0]","[413.013, 145.367, 432.435, 167.567, 407.721, 168.845, 390.698, 193.651, 382.914, 189.728, 453.449, 166.258, 466.483, 204.135, 474.228, 239.37, 412.985, 244.596, 414.227, 298.021, 420.73, 342.462, 444.302, 244.526, 453.44, 296.748, 465.111, 341.2, 411.657, 140.207, 419.48, 140.184, 0, 0, 433.773, 137.559]"
