"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","고등부1학년 전입학생수","고등부1학년 전출학생수","고등부1학년 전체학생수","고등부2학년 전입학생수","고등부2학년 전출학생수","고등부2학년 전체학생수","고등부3학년 전입학생수","고등부3학년 전출학생수","고등부3학년 전체학생수","전입학생수(계)","전출학생수(계)","전체학생수(계)"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000552","한국삼육고등학교","04","사립","N","","7","3","177","1","3","166","0","0","191","8","6","534"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000554","한서고등학교","04","사립","N","","1","0","214","1","0","240","1","0","258","3","0","712"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000555","한성고등학교","04","사립","N","","20","6","161","10","2","217","0","0","250","30","8","628"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000556","한성여자고등학교","04","사립","N","","12","16","239","5","6","289","1","0","325","18","22","853"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000557","한양대학교사범대학부속고등학교","04","사립","N","","32","41","405","15","13","418","0","1","431","47","55","1254"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000558","한영고등학교","04","사립","N","","24","9","393","4","2","436","1","0","546","29","11","1375"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000559","현대고등학교","04","사립","N","","22","16","395","31","14","400","0","0","448","53","30","1243"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000560","혜성여자고등학교","04","사립","N","","13","6","319","9","3","381","0","0","407","22","9","1107"
"서울특별시교육청","서울특별시교육청","서울특별시 중랑구","S010000561","혜원여자고등학교","04","사립","N","","5","12","228","3","10","255","0","0","304","8","22","787"
"서울특별시교육청","서울특별시교육청","서울특별시 강북구","S010000562","혜화여자고등학교","04","공립","N","","9","9","205","13","2","245","0","0","248","22","11","698"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000563","홍익대학교사범대학부속고등학교","04","사립","N","","2","0","99","2","8","115","0","0","164","4","8","378"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000564","홍익대학교사범대학부속여자고등학교","04","사립","N","","7","6","242","6","3","278","1","1","346","14","10","866"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000565","화곡고등학교","04","사립","N","","8","4","272","4","5","288","0","0","325","12","9","885"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000566","환일고등학교","04","사립","N","","3","9","252","3","6","284","1","0","346","7","15","882"
"서울특별시교육청","서울특별시교육청","서울특별시 동대문구","S010000567","휘경여자고등학교","04","사립","N","","8","12","278","5","11","306","0","0","355","13","23","939"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000568","휘문고등학교","04","사립","N","","5","0","457","6","0","456","0","0","466","11","0","1379"
"서울특별시교육청","서울특별시교육청","서울특별시 종로구","S010000569","서울과학고등학교","04","공립","N","","0","4","132","0","0","123","0","0","130","0","4","385"
"서울특별시교육청","서울특별시교육청","서울특별시 서대문구","S010000570","한성과학고등학교","04","공립","N","","0","1","146","0","2","140","0","0","99","0","3","385"
"서울특별시교육청","서울특별시교육청","서울특별시 광진구","S010000571","대원외국어고등학교","04","사립","N","","4","4","254","0","0","260","0","0","275","4","4","789"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000572","대일외국어고등학교","04","사립","N","","2","4","256","0","3","256","0","0","251","2","7","763"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000573","명덕외국어고등학교","04","사립","N","","5","6","246","2","1","245","0","0","264","7","7","755"
"서울특별시교육청","서울특별시교육청","서울특별시 도봉구","S010000574","서울외국어고등학교","04","사립","N","","12","18","233","1","3","214","0","0","226","13","21","673"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000575","이화여자외국어고등학교","04","사립","N","","5","2","136","0","1","129","0","0","152","5","3","417"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000576","한영외국어고등학교","04","사립","N","","0","0","225","0","0","216","0","0","239","0","0","680"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000577","서울로봇고등학교","04","공립","N","","0","4","161","0","1","152","0","0","144","0","5","457"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000578","강서공업고등학교","04","공립","N","","3","9","206","2","5","191","0","0","187","5","14","584"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000579","경기기계공업고등학교","04","공립","N","","12","9","350","2","10","410","0","0","425","14","19","1185"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000580","광운전자공업고등학교","04","사립","N","","16","24","245","4","2","259","1","0","253","21","26","757"
"서울특별시교육청","서울특별시교육청","서울특별시 강남구","S010000581","단국대학교부속소프트웨어고등학교","04","사립","N","","6","13","103","2","6","90","0","0","98","8","19","291"
"서울특별시교육청","서울특별시교육청","서울특별시 구로구","S010000582","덕일전자공업고등학교","04","사립","N","","13","2","89","3","0","103","0","0","103","16","2","295"
"서울특별시교육청","서울특별시교육청","서울특별시 마포구","S010000583","서울디자인고등학교","04","사립","N","","7","23","287","3","7","248","0","0","252","10","30","787"
"서울특별시교육청","서울특별시교육청","서울특별시 강서구","S010000584","동양고등학교","04","사립","N","","2","3","159","3","2","185","0","1","192","5","6","536"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000585","서울방송고등학교","04","공립","N","","6","6","182","2","5","167","0","0","180","8","11","529"
"서울특별시교육청","서울특별시교육청","서울특별시 강동구","S010000586","상일미디어고등학교","04","사립","N","","5","6","286","0","3","253","0","0","254","5","9","793"
"서울특별시교육청","서울특별시교육청","서울특별시 노원구","S010000587","미래산업과학고등학교","04","사립","N","","0","13","208","1","4","201","0","0","199","1","17","608"
"서울특별시교육청","서울특별시교육청","서울특별시 동작구","S010000588","서울공업고등학교","04","공립","N","","14","21","503","7","12","489","0","0","486","21","33","1478"
"서울특별시교육청","서울특별시교육청","서울특별시 용산구","S010000589","서울디지텍고등학교","04","사립","N","","3","7","113","0","3","151","0","0","150","3","10","414"
"서울특별시교육청","서울특별시교육청","서울특별시 성북구","S010000590","서울도시과학기술고등학교","04","공립","N","","0","3","140","0","3","132","0","0","128","0","6","400"
"서울특별시교육청","서울특별시교육청","서울특별시 중구","S010000591","성동공업고등학교","04","공립","N","","7","16","312","4","9","273","0","0","271","11","25","856"
"서울특별시교육청","서울특별시교육청","서울특별시 성동구","S010000592","성수공업고등학교","04","공립","N","","6","11","170","2","11","176","1","1","196","9","23","542"
